session_duration,command_count,failed_logins,common_commands_enc,label
147,17.0,0.0,5,Command Injection
29,2.0,9.0,5,Brute Force
333,9.0,0.0,8,Command Injection
154,22.0,0.0,2,Command Injection
36,6.0,1.0,5,Other
195,8.0,0.0,5,Other
35,3.0,4.0,5,Brute Force
107,26.0,1.0,5,Command Injection
77,8.0,1.0,5,Other
92,9.0,1.0,2,Command Injection
50,1.0,2.0,5,Brute Force
365,29.0,1.0,2,Command Injection
83,2.0,6.0,5,Brute Force
191,15.0,0.0,4,Command Injection
184,0.0,0.0,5,Other
174,4.0,0.0,5,Other
73,3.0,2.0,5,Brute Force
161,21.0,1.0,4,Command Injection
252,23.0,1.0,2,Command Injection
358,10.0,1.0,5,Command Injection
171,25.0,1.0,8,Command Injection
170,14.0,1.0,4,Command Injection
321,29.0,0.0,5,Command Injection
261,20.0,1.0,8,Command Injection
104,13.0,0.0,3,Command Injection
62,21.0,1.0,5,Command Injection
352,5.0,1.0,4,Command Injection
56,26.0,0.0,8,Command Injection
71,22.0,1.0,5,Command Injection
161,8.0,1.0,4,Command Injection
280,23.0,1.0,4,Command Injection
383,26.0,0.0,5,Command Injection
22,0.0,8.0,5,Brute Force
52,29.0,0.0,5,Command Injection
42,3.0,6.0,5,Brute Force
278,27.0,0.0,5,Command Injection
99,0.0,4.0,5,Brute Force
96,18.0,1.0,5,Command Injection
29,0.0,1.0,5,Brute Force
139,7.0,0.0,3,Command Injection
77,3.0,5.0,5,Brute Force
197,18.0,1.0,3,Command Injection
212,17.0,0.0,4,Command Injection
81,4.0,6.0,5,Brute Force
90,10.0,1.0,8,Command Injection
82,3.0,2.0,5,Brute Force
341,8.0,0.0,5,Command Injection
374,5.0,1.0,4,Command Injection
93,2.0,7.0,5,Brute Force
376,9.0,0.0,5,Command Injection
298,15.0,1.0,5,Command Injection
249,8.0,1.0,5,Command Injection
78,19.0,0.0,8,Command Injection
367,18.0,0.0,2,Command Injection
85,22.0,0.0,4,Command Injection
83,21.0,0.0,2,Command Injection
163,10.0,1.0,8,Command Injection
99,14.0,0.0,4,Command Injection
87,20.0,1.0,5,Command Injection
313,18.0,1.0,4,Command Injection
395,15.0,0.0,8,Command Injection
214,22.0,0.0,5,Command Injection
104,4.0,5.0,5,Brute Force
195,3.0,0.0,5,Other
36,18.0,0.0,3,Command Injection
28,0.0,3.0,5,Brute Force
381,13.0,0.0,4,Command Injection
32,12.0,0.0,5,Command Injection
255,27.0,1.0,3,Command Injection
116,0.0,3.0,5,Brute Force
83,28.0,1.0,5,Command Injection
35,2.0,1.0,5,Brute Force
262,7.0,1.0,4,Command Injection
240,9.0,0.0,4,Command Injection
33,10.0,1.0,3,Command Injection
83,16.0,1.0,5,Command Injection
152,24.0,0.0,5,Command Injection
105,4.0,5.0,5,Brute Force
282,21.0,1.0,5,Command Injection
7,4.0,7.0,5,Brute Force
387,17.0,0.0,5,Command Injection
33,14.0,1.0,4,Command Injection
45,25.0,0.0,4,Command Injection
362,19.0,1.0,5,Command Injection
175,1.0,1.0,5,Other
344,26.0,1.0,4,Command Injection
10,0.0,6.0,5,Brute Force
36,26.0,0.0,5,Command Injection
5,2.0,9.0,5,Brute Force
349,25.0,0.0,5,Command Injection
286,29.0,0.0,2,Command Injection
54,2.0,3.0,5,Brute Force
38,3.0,7.0,5,Brute Force
107,2.0,3.0,5,Brute Force
69,0.0,3.0,5,Brute Force
71,22.0,0.0,2,Command Injection
77,6.0,0.0,3,Command Injection
162,5.0,0.0,4,Command Injection
213,26.0,0.0,5,Command Injection
315,12.0,0.0,2,Command Injection
84,7.0,1.0,4,Command Injection
217,29.0,0.0,8,Command Injection
276,14.0,0.0,4,Command Injection
162,0.0,0.0,5,Other
191,13.0,1.0,4,Command Injection
85,29.0,1.0,3,Command Injection
58,9.0,0.0,5,Other
116,3.0,1.0,5,Brute Force
7,1.0,8.0,5,Brute Force
8,1.0,3.0,5,Brute Force
357,26.0,1.0,2,Command Injection
57,5.0,2.0,5,Other
74,0.0,1.0,5,Brute Force
4,0.0,1.0,5,Other
78,1.0,9.0,5,Brute Force
216,26.0,0.0,5,Command Injection
77,3.0,1.0,5,Brute Force
10,1.0,8.0,5,Brute Force
296,28.0,1.0,5,Command Injection
53,1.0,2.0,5,Brute Force
238,8.0,1.0,2,Command Injection
64,27.0,1.0,5,Command Injection
91,25.0,1.0,5,Command Injection
165,6.0,0.0,8,Command Injection
112,4.0,9.0,5,Brute Force
350,19.0,1.0,4,Command Injection
159,21.0,1.0,4,Command Injection
387,11.0,1.0,2,Command Injection
81,5.0,0.0,3,Command Injection
45,4.0,2.0,5,Brute Force
97,15.0,0.0,5,Command Injection
285,8.0,0.0,5,Command Injection
174,10.0,0.0,4,Command Injection
43,2.0,4.0,5,Brute Force
358,18.0,0.0,2,Command Injection
234,28.0,0.0,4,Command Injection
231,29.0,0.0,4,Command Injection
101,1.0,7.0,5,Brute Force
352,23.0,1.0,5,Command Injection
368,20.0,0.0,5,Command Injection
216,19.0,1.0,5,Command Injection
18,3.0,4.0,5,Brute Force
58,7.0,0.0,2,Command Injection
33,24.0,0.0,3,Command Injection
256,11.0,1.0,8,Command Injection
297,17.0,1.0,3,Command Injection
14,0.0,3.0,5,Brute Force
278,28.0,1.0,3,Command Injection
248,29.0,1.0,5,Command Injection
64,1.0,6.0,5,Brute Force
107,0.0,2.0,5,Brute Force
74,0.0,1.0,5,Brute Force
89,2.0,9.0,5,Brute Force
92,10.0,1.0,5,Command Injection
321,7.0,1.0,5,Command Injection
352,16.0,0.0,4,Command Injection
115,1.0,3.0,5,Brute Force
96,4.0,6.0,5,Brute Force
380,19.0,0.0,4,Command Injection
92,15.0,0.0,5,Command Injection
19,3.0,1.0,5,Brute Force
133,11.0,0.0,3,Command Injection
118,3.0,3.0,5,Brute Force
134,7.0,0.0,2,Command Injection
15,3.0,2.0,5,Brute Force
79,3.0,2.0,5,Brute Force
127,16.0,1.0,2,Command Injection
298,14.0,0.0,8,Command Injection
297,17.0,0.0,4,Command Injection
105,1.0,3.0,5,Brute Force
52,1.0,2.0,5,Brute Force
39,2.0,1.0,5,Other
331,10.0,0.0,5,Command Injection
68,4.0,7.0,5,Brute Force
185,20.0,0.0,4,Command Injection
334,23.0,0.0,5,Command Injection
333,12.0,1.0,4,Command Injection
313,9.0,0.0,3,Command Injection
75,27.0,0.0,4,Command Injection
93,1.0,9.0,5,Brute Force
34,1.0,2.0,5,Brute Force
137,19.0,0.0,4,Command Injection
171,3.0,0.0,5,Other
76,16.0,1.0,5,Command Injection
28,7.0,2.0,5,Other
65,3.0,4.0,5,Brute Force
116,2.0,7.0,5,Brute Force
160,10.0,1.0,4,Command Injection
159,25.0,1.0,4,Command Injection
100,0.0,5.0,5,Brute Force
39,2.0,5.0,5,Brute Force
96,3.0,3.0,5,Brute Force
230,17.0,0.0,8,Command Injection
109,18.0,0.0,3,Command Injection
306,21.0,1.0,4,Command Injection
291,5.0,1.0,8,Command Injection
82,2.0,9.0,5,Brute Force
31,0.0,2.0,5,Brute Force
151,11.0,1.0,5,Command Injection
122,8.0,1.0,5,Other
277,16.0,1.0,2,Command Injection
126,7.0,0.0,5,Other
266,6.0,0.0,3,Command Injection
222,20.0,1.0,2,Command Injection
7,4.0,3.0,5,Brute Force
21,0.0,8.0,5,Brute Force
18,1.0,4.0,5,Brute Force
380,7.0,0.0,4,Command Injection
321,24.0,0.0,4,Command Injection
218,25.0,0.0,5,Command Injection
53,4.0,6.0,5,Brute Force
312,19.0,1.0,8,Command Injection
100,2.0,3.0,5,Brute Force
87,2.0,3.0,5,Brute Force
192,15.0,1.0,2,Command Injection
151,24.0,1.0,2,Command Injection
306,5.0,1.0,4,Command Injection
60,8.0,1.0,5,Command Injection
388,15.0,0.0,8,Command Injection
243,27.0,1.0,4,Command Injection
324,9.0,1.0,4,Command Injection
7,0.0,8.0,5,Brute Force
54,4.0,3.0,5,Brute Force
324,18.0,1.0,4,Command Injection
88,2.0,4.0,5,Brute Force
188,9.0,1.0,8,Command Injection
74,4.0,7.0,5,Brute Force
339,7.0,0.0,5,Command Injection
389,15.0,1.0,4,Command Injection
391,29.0,0.0,5,Command Injection
294,7.0,0.0,5,Command Injection
105,2.0,1.0,5,Brute Force
257,6.0,0.0,5,Command Injection
218,26.0,1.0,4,Command Injection
393,6.0,0.0,4,Command Injection
371,21.0,1.0,2,Command Injection
92,1.0,9.0,5,Brute Force
176,20.0,0.0,8,Command Injection
76,0.0,7.0,5,Brute Force
248,15.0,1.0,3,Command Injection
22,3.0,9.0,5,Brute Force
254,12.0,1.0,8,Command Injection
241,12.0,0.0,4,Command Injection
79,0.0,3.0,5,Brute Force
90,1.0,2.0,5,Brute Force
165,27.0,1.0,5,Command Injection
21,1.0,9.0,5,Brute Force
301,9.0,0.0,3,Command Injection
86,3.0,2.0,5,Brute Force
45,2.0,1.0,5,Brute Force
41,4.0,0.0,5,Other
248,9.0,0.0,8,Command Injection
197,28.0,1.0,4,Command Injection
51,3.0,9.0,5,Brute Force
231,16.0,1.0,5,Command Injection
66,4.0,6.0,5,Brute Force
17,1.0,9.0,5,Brute Force
54,12.0,0.0,5,Command Injection
49,1.0,1.0,5,Brute Force
78,4.0,6.0,5,Brute Force
99,4.0,6.0,5,Brute Force
233,18.0,1.0,4,Command Injection
31,2.0,5.0,5,Brute Force
367,14.0,0.0,4,Command Injection
79,4.0,9.0,5,Brute Force
59,7.0,1.0,5,Command Injection
52,3.0,2.0,5,Other
241,26.0,1.0,4,Command Injection
164,25.0,0.0,4,Command Injection
224,18.0,1.0,3,Command Injection
54,4.0,7.0,5,Brute Force
390,18.0,0.0,8,Command Injection
114,2.0,1.0,5,Brute Force
64,4.0,5.0,5,Brute Force
266,17.0,0.0,3,Command Injection
66,13.0,0.0,4,Command Injection
194,17.0,0.0,4,Command Injection
24,0.0,7.0,5,Brute Force
48,9.0,2.0,5,Other
318,14.0,1.0,5,Command Injection
89,18.0,1.0,2,Command Injection
65,21.0,0.0,5,Command Injection
396,20.0,0.0,3,Command Injection
289,13.0,1.0,2,Command Injection
89,5.0,1.0,5,Other
314,25.0,0.0,5,Command Injection
230,24.0,0.0,4,Command Injection
365,10.0,1.0,3,Command Injection
127,26.0,0.0,5,Command Injection
170,26.0,0.0,5,Command Injection
197,13.0,1.0,3,Command Injection
23,0.0,1.0,5,Brute Force
357,23.0,0.0,4,Command Injection
354,15.0,1.0,3,Command Injection
109,0.0,1.0,5,Other
116,19.0,0.0,3,Command Injection
184,23.0,0.0,8,Command Injection
92,1.0,8.0,5,Brute Force
150,20.0,0.0,4,Command Injection
38,3.0,8.0,5,Brute Force
326,14.0,0.0,5,Command Injection
258,11.0,0.0,3,Command Injection
96,4.0,6.0,5,Brute Force
89,24.0,1.0,4,Command Injection
190,9.0,2.0,5,Other
28,3.0,8.0,5,Brute Force
140,4.0,1.0,5,Other
77,2.0,8.0,5,Brute Force
124,13.0,1.0,3,Command Injection
85,16.0,0.0,3,Command Injection
335,19.0,1.0,8,Command Injection
314,6.0,0.0,5,Command Injection
58,4.0,9.0,5,Brute Force
110,0.0,3.0,5,Brute Force
35,1.0,1.0,5,Other
176,20.0,1.0,5,Command Injection
42,4.0,7.0,5,Brute Force
165,24.0,1.0,2,Command Injection
42,0.0,2.0,5,Brute Force
68,9.0,0.0,3,Command Injection
17,2.0,6.0,5,Brute Force
134,16.0,0.0,3,Command Injection
58,3.0,5.0,5,Brute Force
33,0.0,7.0,5,Brute Force
100,3.0,1.0,5,Brute Force
55,3.0,9.0,5,Brute Force
189,13.0,0.0,5,Command Injection
319,19.0,1.0,4,Command Injection
64,23.0,0.0,5,Command Injection
71,3.0,3.0,5,Brute Force
315,14.0,0.0,2,Command Injection
138,29.0,1.0,5,Command Injection
153,16.0,1.0,2,Command Injection
49,4.0,1.0,5,Brute Force
323,28.0,0.0,4,Command Injection
92,0.0,9.0,5,Brute Force
55,23.0,0.0,8,Command Injection
282,12.0,0.0,8,Command Injection
82,0.0,7.0,5,Brute Force
94,0.0,5.0,5,Brute Force
202,23.0,0.0,8,Command Injection
273,14.0,1.0,5,Command Injection
116,2.0,4.0,5,Brute Force
34,26.0,1.0,5,Command Injection
314,25.0,1.0,3,Command Injection
365,29.0,0.0,2,Command Injection
172,7.0,0.0,5,Command Injection
32,2.0,7.0,5,Brute Force
152,25.0,1.0,2,Command Injection
15,8.0,1.0,5,Other
25,3.0,3.0,5,Brute Force
18,3.0,2.0,5,Other
129,11.0,1.0,2,Command Injection
54,2.0,4.0,5,Brute Force
101,3.0,4.0,5,Brute Force
327,26.0,0.0,8,Command Injection
340,5.0,1.0,4,Command Injection
61,1.0,3.0,5,Brute Force
141,2.0,2.0,5,Other
47,0.0,8.0,5,Brute Force
17,0.0,2.0,5,Brute Force
96,2.0,5.0,5,Brute Force
80,4.0,7.0,5,Brute Force
140,2.0,2.0,5,Other
86,1.0,2.0,5,Other
91,1.0,7.0,5,Brute Force
40,1.0,8.0,5,Brute Force
111,11.0,0.0,2,Command Injection
32,3.0,3.0,5,Brute Force
117,1.0,1.0,5,Brute Force
85,2.0,6.0,5,Brute Force
48,23.0,0.0,8,Command Injection
220,7.0,1.0,8,Command Injection
46,5.0,1.0,5,Command Injection
182,2.0,0.0,5,Other
148,25.0,1.0,5,Command Injection
159,21.0,1.0,5,Command Injection
190,3.0,1.0,5,Other
110,24.0,1.0,5,Command Injection
209,8.0,0.0,2,Command Injection
143,26.0,0.0,2,Command Injection
52,4.0,4.0,5,Brute Force
107,4.0,3.0,5,Brute Force
80,2.0,2.0,5,Brute Force
175,29.0,1.0,5,Command Injection
50,9.0,0.0,4,Command Injection
161,3.0,2.0,5,Other
72,3.0,3.0,5,Brute Force
50,4.0,7.0,5,Brute Force
167,0.0,1.0,5,Other
53,1.0,1.0,5,Other
191,19.0,0.0,5,Command Injection
61,11.0,0.0,8,Command Injection
119,19.0,1.0,2,Command Injection
393,23.0,0.0,5,Command Injection
202,11.0,1.0,5,Command Injection
12,2.0,3.0,5,Brute Force
276,7.0,0.0,5,Command Injection
51,1.0,2.0,5,Other
91,1.0,6.0,5,Brute Force
39,19.0,0.0,4,Command Injection
72,24.0,0.0,3,Command Injection
371,12.0,1.0,4,Command Injection
289,13.0,0.0,5,Command Injection
42,4.0,5.0,5,Brute Force
96,3.0,7.0,5,Brute Force
223,18.0,1.0,5,Command Injection
42,2.0,0.0,5,Other
99,4.0,7.0,5,Brute Force
84,20.0,0.0,2,Command Injection
344,22.0,1.0,5,Command Injection
300,27.0,0.0,4,Command Injection
95,12.0,0.0,8,Command Injection
119,2.0,2.0,5,Brute Force
224,21.0,1.0,2,Command Injection
297,20.0,0.0,3,Command Injection
389,23.0,0.0,5,Command Injection
33,0.0,2.0,5,Brute Force
157,12.0,0.0,5,Command Injection
54,0.0,1.0,5,Brute Force
19,0.0,7.0,5,Brute Force
254,15.0,0.0,4,Command Injection
14,3.0,6.0,5,Brute Force
85,1.0,4.0,5,Brute Force
308,23.0,1.0,5,Command Injection
164,2.0,2.0,5,Other
77,1.1233385140742072,8.876661485925792,5,Brute Force
54,3.55158787254407,3.0,5,Brute Force
109,0.16483426113700095,2.835165738862999,5,Brute Force
65,4.0,5.5887448834146305,5,Brute Force
99,0.0,4.222397716264775,5,Brute Force
109,0.48037008186635466,8.480370081866354,5,Brute Force
27,4.0,4.0,5,Brute Force
6,4.0,7.0,5,Brute Force
78,1.0,6.0,5,Brute Force
96,3.607010551021141,6.3929894489788595,5,Brute Force
119,0.8291642207065144,7.341671558586971,5,Brute Force
18,0.5690814691657476,4.430918530834252,5,Brute Force
5,1.0635118295900012,6.936488170409999,5,Brute Force
55,2.0,5.0,5,Brute Force
28,0.2677042376012664,7.866147881199367,5,Brute Force
37,1.0136719648269974,3.9863280351730026,5,Brute Force
13,2.9246409396475377,6.075359060352462,5,Brute Force
82,3.0,1.3082856028310879,5,Brute Force
95,0.0,6.931307449941074,5,Brute Force
85,2.0,6.0,5,Brute Force
55,1.0,8.826331504515286,5,Brute Force
71,3.414850467674528,3.414850467674528,5,Brute Force
71,0.27387915592815193,1.0,5,Brute Force
50,3.242918797957544,9.0,5,Brute Force
45,1.0,9.0,5,Brute Force
84,3.0,4.0,5,Brute Force
79,0.2050453285065249,3.0,5,Brute Force
37,1.0,7.7485575604882015,5,Brute Force
59,2.725268202974091,7.274731797025908,5,Brute Force
54,2.2072276490080567,3.0,5,Brute Force
9,2.2435586650416157,4.0,5,Brute Force
92,1.2430008678277713,7.756999132172229,5,Brute Force
25,2.0,5.0,5,Brute Force
92,1.7313275179746928,7.268672482025307,5,Brute Force
49,2.0221847420303014,7.0,5,Brute Force
41,0.0,2.5018348133541073,5,Brute Force
94,0.0,5.476210696789014,5,Brute Force
61,2.168628509937499,8.0,5,Brute Force
72,3.6922227602289506,3.6922227602289506,5,Brute Force
100,1.0,6.816385735213062,5,Brute Force
105,3.9679737654398233,5.032026234560177,5,Brute Force
115,3.0,8.823183553268708,5,Brute Force
6,4.0,7.0,5,Brute Force
101,0.5899558971376361,7.820088205724728,5,Brute Force
116,3.0,6.0,5,Brute Force
117,3.579464221334925,6.0,5,Brute Force
61,4.0,3.569336527888619,5,Brute Force
101,0.6393613569742423,7.0,5,Brute Force
42,4.0,5.0,5,Brute Force
103,1.9031510586766263,8.0,5,Brute Force
82,3.0,1.3827362879027079,5,Brute Force
5,4.0,5.0,5,Brute Force
42,3.608087849541885,2.608087849541885,5,Brute Force
55,2.0,5.0,5,Brute Force
48,3.0,6.445184391457774,5,Brute Force
30,2.0,4.9089979089486695,5,Brute Force
118,2.2736029673497717,2.2736029673497717,5,Brute Force
96,3.4525536931008887,6.547446306899111,5,Brute Force
100,0.4509104474161044,7.0,5,Brute Force
58,2.1790574431934537,9.0,5,Brute Force
15,3.0,2.0,5,Brute Force
87,2.0,4.476397723984989,5,Brute Force
114,2.0,2.697641871493463,5,Brute Force
77,1.5929435513477546,3.2035282243261225,5,Brute Force
25,4.0,5.081306384107656,5,Brute Force
10,2.684182830037419,8.0,5,Brute Force
79,3.2310822586846024,5.231082258684602,5,Brute Force
89,2.933764022148134,1.1324719557037317,5,Brute Force
41,0.954138733595367,2.045861266404633,5,Brute Force
88,2.0,7.7583886311558174,5,Brute Force
14,0.0,3.6525865917745857,5,Brute Force
114,1.0,7.209130791078514,5,Brute Force
103,1.1592998689434768,8.0,5,Brute Force
58,0.6831264209130901,2.658436789543455,5,Brute Force
92,0.4627365832859299,9.0,5,Brute Force
44,3.0,6.460119158983572,5,Brute Force
58,0.0,8.415233894050846,5,Brute Force
21,2.4003004889102812,2.4003004889102812,5,Brute Force
73,2.3953351473938636,3.0,5,Brute Force
79,1.1800672723492984,8.180067272349298,5,Brute Force
96,1.393002932454158,5.303498533772921,5,Brute Force
87,2.0,3.4116612143575282,5,Brute Force
32,2.1256823951455828,3.8743176048544172,5,Brute Force
37,2.4847639451357892,3.0,5,Brute Force
113,1.0,1.0268896507298957,5,Brute Force
40,1.39806460445904,8.0,5,Brute Force
82,0.0,6.776150934093679,5,Brute Force
62,3.821790636844449,7.178209363155551,5,Brute Force
21,0.6549173721776133,8.654917372177612,5,Brute Force
54,2.0,4.0,5,Brute Force
31,0.0,1.0318046814851651,5,Brute Force
27,4.0,2.646145927622226,5,Brute Force
78,1.0,6.0,5,Brute Force
101,0.0,6.3559914842719865,5,Brute Force
79,1.8942172628959257,7.105782737104074,5,Brute Force
79,3.128748398299644,5.128748398299644,5,Brute Force
89,1.6699004866898446,8.339800973379688,5,Brute Force
41,4.0,3.0,5,Brute Force
82,2.092290586228746,8.907709413771254,5,Brute Force
99,1.518854605943707,7.0,5,Brute Force
26,4.0,6.0,5,Brute Force
15,1.4883429864527389,2.488342986452739,5,Brute Force
89,0.15697768271619372,6.843022317283806,5,Brute Force
21,0.0,8.0,5,Brute Force
87,2.0,3.9974049756163534,5,Brute Force
99,0.8683011070355868,6.0,5,Brute Force
12,0.08451700768068193,2.0,5,Brute Force
29,0.0,8.0,5,Brute Force
56,2.0,3.9862569958668153,5,Brute Force
47,3.5365906459873324,6.0,5,Brute Force
85,1.0759582408925668,4.075958240892567,5,Brute Force
28,0.23611653311740433,3.0,5,Brute Force
40,0.7599554089375856,8.240044591062414,5,Brute Force
17,2.0,6.0,5,Brute Force
79,3.0,2.0,5,Brute Force
99,0.06234136251124145,6.0,5,Brute Force
76,3.0,3.0,5,Brute Force
51,2.0,6.0,5,Brute Force
117,0.0,9.0,5,Brute Force
81,3.844440672633629,6.0,5,Brute Force
15,1.2503837679914125,1.0,5,Brute Force
10,0.06094430546718832,2.0,5,Brute Force
34,1.0,2.0,5,Brute Force
109,0.6458533292068745,8.645853329206874,5,Brute Force
84,3.6028361674959175,4.0,5,Brute Force
67,1.0,2.895130833467519,5,Brute Force
50,2.0,6.262594793906181,5,Brute Force
96,4.0,6.0,5,Brute Force
56,3.4360349079811634,8.436034907981163,5,Brute Force
84,3.0,4.0,5,Brute Force
79,3.0892043287120563,5.089204328712056,5,Brute Force
23,0.0,1.929328871968953,5,Brute Force
50,4.0,6.766783588450199,5,Brute Force
112,4.0,6.0,5,Brute Force
17,1.0,3.526030058569444,5,Brute Force
98,4.0,7.0,5,Brute Force
116,2.2976456805831518,1.0,5,Brute Force
54,3.52041789824575,7.47958210175425,5,Brute Force
99,3.584199484714169,5.0,5,Brute Force
20,3.736822475394913,9.0,5,Brute Force
13,2.5577422659504374,7.557742265950438,5,Brute Force
106,0.0,2.0,5,Brute Force
107,2.435541457477359,3.0,5,Brute Force
81,3.0,6.37877262595129,5,Brute Force
82,2.337446833871918,8.662553166128081,5,Brute Force
9,2.2007052057099754,4.0,5,Brute Force
28,2.607555222293573,7.6075552222935725,5,Brute Force
17,0.7556468445353455,2.7556468445353453,5,Brute Force
5,2.0,8.50175230215106,5,Brute Force
41,0.330348481280914,4.0,5,Brute Force
82,3.0663081762401254,2.0663081762401254,5,Brute Force
6,3.0075343631340745,2.0075343631340745,5,Brute Force
47,3.2253327977125283,6.0,5,Brute Force
51,4.0,4.0,5,Brute Force
17,2.0,6.0,5,Brute Force
95,4.0,5.701635035672292,5,Brute Force
50,2.0,6.912112375459856,5,Brute Force
17,2.0,6.0,5,Brute Force
77,3.0,4.888693021286049,5,Brute Force
30,2.0,4.157685964701819,5,Brute Force
59,3.0,7.0,5,Brute Force
36,3.981757518571639,2.018242481428361,5,Brute Force
104,1.3030385376335785,6.6969614623664215,5,Brute Force
41,0.002744465231605653,4.0,5,Brute Force
44,4.0,4.793220525948041,5,Brute Force
109,1.42400158219434,5.42400158219434,5,Brute Force
37,1.0,4.0,5,Brute Force
82,0.005300006397605417,7.01060001279521,5,Brute Force
92,0.024932837054857493,9.0,5,Brute Force
114,2.0,2.4907487792587846,5,Brute Force
116,0.0,8.722896096621776,5,Brute Force
65,2.641722946306705,8.0,5,Brute Force
10,1.2815427291634465,6.0,5,Brute Force
118,2.5350367320449108,1.4649632679550895,5,Brute Force
109,1.476619484126412,5.476619484126412,5,Brute Force
86,2.0,5.838582558702624,5,Brute Force
76,3.0,3.0,5,Brute Force
101,3.032005933495766,3.967994066504234,5,Brute Force
37,1.2890475211632517,3.7109524788367483,5,Brute Force
55,3.0,8.19950692733832,5,Brute Force
90,3.736247183698488,7.472494367396976,5,Brute Force
68,0.0,3.5298400231811167,5,Brute Force
89,1.2927699043555556,5.707230095644444,5,Brute Force
114,1.2322204985571612,3.0,5,Brute Force
49,4.0,6.0,5,Brute Force
70,3.506103956359347,3.0,5,Brute Force
72,0.06798565774306586,3.932014342256934,5,Brute Force
29,0.0,8.0,5,Brute Force
28,4.0,3.5938830975578986,5,Brute Force
21,2.369230481509896,2.369230481509896,5,Brute Force
82,2.5457320277809004,2.0,5,Brute Force
98,1.5486031179381532,9.0,5,Brute Force
25,4.0,3.451078020111023,5,Brute Force
17,0.20173046233023584,2.201730462330236,5,Brute Force
84,3.315428452120167,4.0,5,Brute Force
17,3.0,7.0,5,Brute Force
89,0.13882477344202038,7.0,5,Brute Force
82,3.0,1.0,5,Brute Force
103,0.23339212828336264,8.0,5,Brute Force
119,0.4731662010518922,8.053667597896215,5,Brute Force
42,1.6061018810558387,4.0,5,Brute Force
113,0.7942894499664624,1.0,5,Brute Force
31,2.0,1.0,5,Brute Force
17,3.0,7.0,5,Brute Force
114,1.2540254744512818,3.0,5,Brute Force
104,2.408518292935917,8.408518292935916,5,Brute Force
69,3.0670619329000455,3.9329380670999545,5,Brute Force
88,2.0,7.018141047085219,5,Brute Force
119,0.7949981899467627,6.794998189946763,5,Brute Force
104,1.6207714150361996,6.3792285849638,5,Brute Force
44,3.073550576410289,5.926449423589711,5,Brute Force
73,0.27840344924872285,1.0,5,Brute Force
32,3.9038107120718246,6.048094643964088,5,Brute Force
53,4.0,6.781514481751415,5,Brute Force
116,2.6558817743549836,1.0,5,Brute Force
74,0.0,1.0,5,Brute Force
18,2.7995371309195156,4.0,5,Brute Force
96,4.0,6.0,5,Brute Force
89,2.813595013211856,1.3728099735762882,5,Brute Force
10,0.0,2.0,5,Brute Force
95,0.0,5.6337585637201775,5,Brute Force
97,0.09213386953748404,9.0,5,Brute Force
31,1.3676068354070108,1.0,5,Brute Force
51,4.0,4.588306675795057,5,Brute Force
100,2.3170179365828676,2.365964126834265,5,Brute Force
17,0.5480513987009608,2.5480513987009608,5,Brute Force
9,3.286217545144674,8.0,5,Brute Force
78,4.0,9.0,5,Brute Force
73,0.3758984558181624,1.0,5,Brute Force
41,0.0,2.539781061914633,5,Brute Force
6,4.0,5.877489350776678,5,Brute Force
56,2.0,3.5774862709061255,5,Brute Force
70,3.0,1.7107249036367917,5,Brute Force
37,0.3914821102015019,4.608517889798498,5,Brute Force
40,4.0,2.531857479688174,5,Brute Force
103,0.13323822478163394,8.0,5,Brute Force
11,1.0,9.0,5,Brute Force
52,4.0,4.0,5,Brute Force
92,1.5684718568635574,6.568471856863558,5,Brute Force
77,0.0,3.6671842140875155,5,Brute Force
106,2.0,3.0,5,Brute Force
52,2.0,6.0,5,Brute Force
89,2.833269240006617,1.3334615199867663,5,Brute Force
33,2.0,7.0,5,Brute Force
86,2.0,5.495423626403966,5,Brute Force
51,3.2585390888609544,9.0,5,Brute Force
21,0.0,8.0,5,Brute Force
24,2.0,5.0,5,Brute Force
55,1.0,8.504806240077645,5,Brute Force
82,2.293019538756541,2.0,5,Brute Force
25,2.0,5.442856121898497,5,Brute Force
99,0.0,5.143127985548469,5,Brute Force
24,0.0,3.4090891863389263,5,Brute Force
53,2.4281281644472283,8.285935917776385,5,Brute Force
65,1.0,3.0,5,Brute Force
49,2.7546352918601165,7.0,5,Brute Force
34,0.10291603074414502,2.897083969255855,5,Brute Force
66,4.0,6.0,5,Brute Force
16,2.378821565556916,7.0,5,Brute Force
85,2.0,5.542999780718322,5,Brute Force
87,1.207915744145025,7.792084255854975,5,Brute Force
58,1.0045766949250603,2.49771165253747,5,Brute Force
104,3.4601393628871633,5.539860637112836,5,Brute Force
32,3.0272850360087844,6.486357481995608,5,Brute Force
114,1.4089551770854931,3.0,5,Brute Force
89,2.228118019401755,2.54376396119649,5,Brute Force
30,4.0,3.024406144636089,5,Brute Force
5,4.0,5.0,5,Brute Force
13,2.434491652677026,6.565508347322973,5,Brute Force
74,3.283820925267048,7.0,5,Brute Force
34,0.5990293647773265,1.0,5,Brute Force
49,4.0,6.173201172190922,5,Brute Force
56,2.0,2.9590747945640277,5,Brute Force
42,0.3425242571785434,7.685048514357087,5,Brute Force
54,3.772649016970013,3.0,5,Brute Force
74,4.0,5.0,5,Brute Force
56,2.0,3.287929616475726,5,Brute Force
53,4.0,6.614950263152655,5,Brute Force
37,1.0881475911570353,3.9118524088429645,5,Brute Force
69,4.0,5.139116194143062,5,Brute Force
